order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,category,sub_category,product_name,quantity,unit_price,discount,revenue,cost,profit
ORD-12922,2023-08-12,2023-08-16,Second Class,CUST-1074,Laura Coffey,Home Office,East,Iowa,Furniture,Bookcases,Shields and Sons Bookcases,5,62.15,0.0,310.75,142.62,168.13
ORD-12923,2022-12-20,2022-12-22,,CUST-1055,Willie Bennett,Consumer,West,Louisiana,Office Supplies,Paper,Massey Ltd Paper,10,43.29,0.3,303.03,291.78,11.25
ORD-12924,2022-05-16,2022-05-17,First Class,CUST-1152,Janice Brown,Home Office,East,Montana,Furniture,Desks,"Powell, Morgan and Villanueva Desks",6,563.33,0.3,2365.99,1621.98,744.01
ORD-12925,2021-11-03,2021-11-06,Second Class,CUST-1191,Jeffrey Pierce,Home Office,South,Ohio,Technology,Monitors,Welch-Torres Monitors,3,316.0,0.0,948.0,631.56,316.44
ORD-12926,2023-11-26,2023-11-29,Standard Class,CUST-2239,Brian Williams,Consumer,East,Florida,Office Supplies,Labels,Estrada LLC Labels,7,13.37,0.0,93.59,51.1,42.49
ORD-12927,2023-01-09,2023-01-10,Same Day,CUST-2063,Mary Carrillo,Consumer,North,Nebraska,Furniture,Chairs,Davila-Mcbride Chairs,1,656.11,0.15,557.69,357.12,200.57
ORD-12928,2022-08-18,2022-08-22,First Class,CUST-1330,Amy Wolf,Consumer,North,Minnesota,Office Supplies,Storage,Scott LLC Storage,1,35.39,0.0,35.39,19.12,16.27
ORD-12929,2021-08-04,2021-08-09,Standard Class,CUST-1014,Tracey Gray,Corporate,North,Rhode Island,Furniture,Chairs,"Allen, Boyd and Rogers Chairs",10,705.48,0.0,7054.8,4898.74,2156.06
ORD-12930,2021-11-27,2021-12-01,Standard Class,CUST-2298,Patricia Myers,Corporate,North,California,Furniture,Chairs,"Jones, Simpson and Morales Chairs",6,778.35,0.0,4670.1,2968.99,1701.11
ORD-12931,2023-06-03,2023-06-06,First Class,CUST-2782,Jeanette Aguilar,Home Office,West,Oregon,Office Supplies,Storage,"Chavez, Guerrero and Ryan Storage",7,16.59,0.05,110.32,73.55,36.77
ORD-12932,2022-04-11,2022-04-15,Same Day,CUST-1582,Kenneth Jones,Corporate,West,Minnesota,Technology,Laptops,Hernandez and Sons Laptops,1,799.06,0.0,799.06,365.55,433.51
ORD-12933,2023-06-16,2023-06-19,Same Day,CUST-1607,Kimberly Morales DVM,Corporate,East,Utah,Office Supplies,Paper,"Johnson, Brown and Sanchez Paper",3,18.89,0.1,51.0,38.35,12.65
ORD-12934,2022-12-18,2022-12-21,Standard Class,CUST-1869,Holly Hampton,Corporate,South,Indiana,Office Supplies,Paper,"Brewer, Franklin and Thomas Paper",1,57.65,0.0,57.65,36.3,21.35
ORD-12935,2023-12-03,2023-12-05,Standard Class,CUST-2068,Joan Russell,Consumer,East,New York,Office Supplies,Envelopes,"Davis, Weaver and Wallace Envelopes",5,6.75,0.0,33.75,20.34,13.41
ORD-1302,2021-05-02,2021-05-09,Same Day,CUST-1743,William Hobbs,Consumer,East,South Carolina,Furniture,Tables,Brown-Bartlett Tables,8,1037.72,0.0,8301.76,3968.96,4332.8
ORD-12937,2021-02-27,2021-03-04,Same Day,CUST-2007,Matthew Schroeder,Corporate,East,Idaho,Office Supplies,Binders,"Gonzalez, Gomez and Thomas Binders",2,27.45,0.0,54.9,38.35,16.55
ORD-12938,2021-12-04,2021-12-09,Standard Class,CUST-1418,Adam Bennett,Consumer,West,California,Furniture,Chairs,Robertson-Gibson Chairs,4,158.9,0.3,444.92,373.31,71.61
ORD-12939,2021-05-05,2021-05-12,First Class,CUST-1791,Amy Montgomery,Corporate,West,West Virginia,Furniture,Chairs,Campbell-Lewis Chairs,9,101.57,0.0,914.13,436.29,477.84
ORD-12940,2022-12-24,2022-12-25,First Class,CUST-2775,David Olson,Corporate,South,Tennessee,Office Supplies,Storage,Cook-Perez Storage,9,28.18,0.15,215.58,149.32,66.26
ORD-12941,2023-11-20,2023-11-24,,CUST-1705,Kristin Lee,Home Office,East,Florida,Furniture,Shelving,Horn-Lee Shelving,6,186.84,0.0,1121.04,752.26,368.78
ORD-12942,2023-04-19,2023-04-22,Standard Class,CUST-2561,Christopher Cannon,Consumer,North,Louisiana,Technology,Printers,Smith-Kennedy Printers,3,203.98,0.0,611.94,419.0,192.94
ORD-12943,2021-01-31,2021-02-04,Standard Class,CUST-2503,Ronald Jackson,Home Office,South,Vermont,Office Supplies,Binders,Colon Inc Binders,4,22.61,0.15,76.87,48.36,28.51
ORD-12944,2023-04-03,2023-04-08,Same Day,CUST-1133,Suzanne Williams,Home Office,North,Texas,Technology,Monitors,"Mclaughlin, Hicks and Rogers Monitors",9,571.51,0.0,5143.59,2911.17,2232.42
ORD-12945,2022-08-24,2022-08-31,Standard Class,CUST-1568,Alicia Johnson,Consumer,West,New York,Furniture,Chairs,Allen Ltd Chairs,8,349.27,0.2,2235.33,1940.73,294.6
ORD-12946,2022-05-19,2022-05-20,Same Day,CUST-1650,Kelly Johnson,Home Office,East,Pennsylvania,Furniture,Chairs,"Robertson, White and Jones Chairs",4,809.49,0.05,3076.06,1978.0,1098.06
ORD-12947,2023-04-18,2023-04-20,Second Class,CUST-1342,Gina Carpenter,Corporate,South,Colorado,Office Supplies,Storage,Miller-Malone Storage,6,39.72,0.05,226.4,117.97,108.43
ORD-12948,2022-10-20,2022-10-26,Standard Class,CUST-2917,Hannah Rivera,Corporate,North,Montana,Office Supplies,Paper,"Douglas, Brown and Cole Paper",10,15.49,0.0,154.9,85.41,69.49
ORD-12949,2023-11-05,2023-11-09,Second Class,CUST-1175,Karla Carlson,Home Office,West,Massachusetts,Furniture,Desks,Hill LLC Desks,1,439.01,0.2,351.21,260.91,90.3
ORD-12950,2022-05-02,2022-05-06,Standard Class,CUST-2492,Drew Vaughan,Home Office,South,Idaho,Technology,Printers,Ramos Inc Printers,2,501.38,0.05,952.62,518.43,434.19
ORD-12951,2022-12-07,2022-12-14,First Class,CUST-2648,Martin Chase,Corporate,South,West Virginia,Office Supplies,Binders,Mcfarland and Sons Binders,2,22.76,0.0,45.52,21.34,24.18
ORD-12952,2023-08-03,2023-08-08,Second Class,CUST-1468,Stephanie Rose,Home Office,East,West Virginia,Office Supplies,Paper,Brewer and Sons Paper,5,8.6,0.0,43.0,21.55,21.45
ORD-12953,2022-02-02,2022-02-03,Same Day,CUST-2048,Sara Mayo,Home Office,East,Montana,Office Supplies,Paper,Ruiz-Oconnell Paper,6,20.43,0.2,98.06,69.01,29.05
ORD-12954,2022-07-04,2022-07-06,Standard Class,CUST-1610,Joshua Williams,Home Office,East,Kentucky,Furniture,Desks,"Anderson, Watson and Briggs Desks",4,544.98,0.0,2179.92,1333.63,846.29
ORD-12955,2022-06-26,2022-06-27,Standard Class,CUST-2538,Thomas Zavala,Home Office,South,Colorado,Office Supplies,Labels,"Chapman, Hicks and Boyer Labels",2,15.24,0.0,30.48,21.09,9.39
ORD-12956,2023-02-13,2023-02-14,Same Day,CUST-1936,Jason Gonzales,Consumer,West,Tennessee,Office Supplies,Pens & Pencils,Mccarthy-Allen Pens & Pencils,3,23.8,0.05,67.83,35.79,32.04
ORD-12957,2021-11-07,2021-11-12,Second Class,CUST-1014,Connie Kennedy,Corporate,East,Oregon,Technology,Laptops,"Lucas, Smith and Ross Laptops",4,966.67,0.1,3480.01,1869.25,1610.76
ORD-12958,2023-10-01,2023-10-05,Standard Class,CUST-1977,Kathryn Wood,Consumer,West,Oklahoma,Technology,Accessories,"Scott, Rios and Richards Accessories",9,42.09,0.15,321.99,208.52,113.47
ORD-12959,2023-09-26,2023-10-03,Second Class,CUST-2143,Carla Gonzalez,Consumer,East,Colorado,Furniture,Chairs,Ruiz Ltd Chairs,4,246.84,0.2,789.89,484.14,305.75
ORD-12960,2022-02-14,2022-02-18,Second Class,CUST-2334,Colleen Crawford,Consumer,South,Washington,Office Supplies,Binders,Brown Ltd Binders,3,27.39,0.0,82.17,40.57,41.6
ORD-12961,2021-01-30,2021-02-03,Standard Class,CUST-2404,Mr. Daniel Hernandez,Corporate,North,Texas,Furniture,Bookcases,Frank-Tran Bookcases,8,91.97,0.1,662.18,421.8,240.38
ORD-12962,2022-05-14,2022-05-18,Standard Class,CUST-2327,Tyrone Lopez,Home Office,East,Montana,Technology,Printers,"Moore, Watson and Harris Printers",4,441.31,0.05,1676.98,1019.75,657.23
ORD-12963,2023-11-25,2023-11-26,Second Class,CUST-1511,Terrence Griffith,Home Office,East,Rhode Island,Furniture,Shelving,Davis Ltd Shelving,1,98.06,0.15,83.35,59.97,23.38
ORD-12964,2022-09-08,2022-09-15,Second Class,CUST-2390,Pamela Mccall,Consumer,East,South Carolina,Technology,Phones,Gallegos LLC Phones,3,790.06,0.0,2370.18,1165.77,1204.41
ORD-12965,2022-07-27,2022-07-31,Same Day,CUST-1567,Jay Holloway,Home Office,North,Minnesota,Office Supplies,Envelopes,"Sanchez, Mcintyre and Gordon Envelopes",3,25.45,0.0,76.35,34.92,41.43
ORD-12966,2023-05-10,2023-05-12,Second Class,CUST-2031,Sheri Hernandez MD,Corporate,West,Maryland,Technology,Tablets,Silva-Gardner Tablets,1,726.79,0.0,726.79,429.14,297.65
ORD-12967,2021-09-24,2021-10-01,Standard Class,CUST-1051,Richard Peters,Home Office,West,Nevada,Technology,Monitors,Brewer PLC Monitors,9,762.21,0.05,6516.9,3466.59,3050.31
ORD-12968,2021-04-11,2021-04-15,Same Day,CUST-1152,Sharon Navarro,Home Office,West,New York,Technology,Tablets,"Adams, Rogers and Johnson Tablets",6,719.4,0.05,4100.58,2870.2,1230.38
ORD-12969,2023-01-31,2023-02-04,Second Class,CUST-2038,Kevin Leon,Corporate,East,Pennsylvania,Furniture,Shelving,"Cohen, Clark and Flores Shelving",4,105.26,0.3,294.73,239.53,55.2
ORD-12970,2022-07-21,2022-07-24,First Class,CUST-2097,Patricia Anderson,Home Office,South,Nevada,Technology,Printers,"Anderson, Powell and Rowland Printers",8,330.56,0.1,2380.03,1644.86,735.17
ORD-12971,2022-07-01,2022-07-04,Same Day,CUST-2735,Robert Edwards,Corporate,West,Wisconsin,Office Supplies,Pens & Pencils,Solomon-Washington Pens & Pencils,-10,9.18,0.2,73.44,44.31,29.13
ORD-12972,2021-05-27,2021-05-31,First Class,CUST-2971,Aaron Oneal,Consumer,West,California,Furniture,Chairs,Cox PLC Chairs,8,207.43,0.15,1410.52,990.57,419.95
ORD-12973,2021-03-05,2021-03-08,,CUST-2280,Stephen Buckley,Consumer,West,Minnesota,Furniture,Tables,Riggs-Smith Tables,3,407.49,0.05,1161.35,705.34,456.01
ORD-1423,2021-07-28,2021-08-02,Standard Class,CUST-1006,Mark Cannon,Corporate,South,Maine,Furniture,Shelving,"Wagner, Perez and Knapp Shelving",9,283.83,0.1,2299.02,1645.52,653.5
ORD-12975,2022-08-19,2022-08-21,Second Class,CUST-2817,Sara Smith,Corporate,East,Colorado,Furniture,Desks,"Wilkerson, Brooks and Porter Desks",4,846.26,0.0,3385.04,2195.49,1189.55
ORD-12976,2023-10-12,2023-10-18,Second Class,CUST-1698,Sharon Smith,Corporate,North,Arizona,Office Supplies,Pens & Pencils,Brown-Neal Pens & Pencils,8,10.39,0.0,,57.61,25.51
ORD-12977,2021-01-14,2021-01-21,First Class,CUST-1777,Christopher Berry,Consumer,West,Oklahoma,Office Supplies,Pens & Pencils,Black-Flores Pens & Pencils,9,13.01,0.1,105.38,69.44,35.94
ORD-12978,2022-08-24,2022-08-27,Same Day,CUST-1948,Karen Mueller,Home Office,North,Massachusetts,Furniture,Chairs,Roberts PLC Chairs,4,621.19,0.5,1242.38,1548.57,-306.19
ORD-12979,2022-11-04,2022-11-08,Same Day,CUST-1538,Tiffany Mcknight,Corporate,North,South Dakota,Furniture,Chairs,Fisher Inc Chairs,4,320.55,0.1,1153.98,889.56,264.42
ORD-12980,2022-09-28,2022-10-03,Second Class,CUST-2205,Nicole Klein,Corporate,West,Montana,Office Supplies,Labels,Morgan-Thompson Labels,3,5.43,0.0,16.29,9.56,6.73
ORD-12981,2021-02-10,2021-02-12,Standard Class,CUST-1626,Kimberly Williams,Home Office,West,Connecticut,Furniture,Chairs,"Turner, Smith and Lewis Chairs",2,528.32,0.05,1003.81,551.86,451.95
ORD-12982,2021-12-04,2021-12-06,Second Class,CUST-1426,Steven Olson,Consumer,East,Maryland,Office Supplies,Pens & Pencils,Tucker Group Pens & Pencils,7,4.42,0.0,30.94,18.66,12.28
ORD-12983,2022-10-25,2022-10-28,Second Class,CUST-2221,Dawn Long,Consumer,North,Oklahoma,Office Supplies,Binders,Freeman Group Binders,2,37.92,0.1,68.26,50.24,18.02
ORD-12984,2023-02-21,2023-02-27,Same Day,CUST-1914,Jessica Elliott,Home Office,South,Wyoming,Office Supplies,Binders,Hamilton Inc Binders,7,15.68,0.15,93.3,56.24,37.06
ORD-12985,2023-07-22,2023-07-26,First Class,CUST-2241,Stacey Roberts,Corporate,South,Maine,Office Supplies,Envelopes,"Gonzalez, Diaz and Torres Envelopes",6,4.99,0.0,29.94,16.46,13.48
ORD-12986,2023-05-14,2023-05-18,Same Day,CUST-2193,Jose Ferrell,Consumer,South,Michigan,Furniture,Desks,Cervantes and Sons Desks,3,891.46,0.0,2674.38,1256.67,1417.71
ORD-12987,2023-12-19,2023-12-21,First Class,CUST-1826,Brandi King,Home Office,East,South Carolina,Technology,Tablets,Powell-Parrish Tablets,5,348.73,0.1,1569.29,873.3,695.99
ORD-12988,2023-03-12,2023-03-17,Same Day,CUST-1980,John Lee,Home Office,West,Oregon,Technology,Monitors,"Perry, Waller and Ruiz Monitors",7,656.32,0.0,4594.24,2761.52,1832.72
ORD-12989,2022-08-08,2022-08-13,First Class,CUST-1596,David Liu,Corporate,West,Vermont,Technology,Tablets,Cox-Oconnell Tablets,5,743.39,0.0,3716.95,2365.73,1351.22
ORD-12990,2023-04-24,2023-04-25,First Class,CUST-1942,Randall Simmons,Home Office,South,Iowa,Office Supplies,Binders,Santos-Hernandez Binders,8,19.95,0.0,159.6,90.99,68.61
ORD-12991,2023-02-21,2023-02-28,Second Class,CUST-1344,Tina Hernandez,Home Office,North,South Dakota,Furniture,Tables,"Ryan, Clark and Gross Tables",-1,502.63,0.0,502.63,343.24,159.39
ORD-12992,2023-10-11,2023-10-15,Standard Class,CUST-1961,Lauren Johnson,Corporate,North,Connecticut,Technology,Printers,"Harris, Hurley and Phillips Printers",10,295.23,0.05,2804.68,1805.87,998.81
ORD-12993,2023-07-15,2023-07-22,Second Class,CUST-1979,Mandy Jones,Home Office,East,South Dakota,Technology,Monitors,Booker-Griffith Monitors,10,581.79,0.0,5817.9,3190.67,2627.23
ORD-12994,2023-04-13,2023-04-17,Same Day,CUST-2742,Dorothy Fowler,Home Office,West,Illinois,Furniture,Tables,"Farmer, Sherman and Shaw Tables",2,1243.97,0.1,2239.15,1370.39,868.76
ORD-12995,2021-10-19,2021-10-25,Standard Class,CUST-2402,Richard Williams,Home Office,West,Georgia,Technology,Phones,"Watson, Macias and Moore Phones",4,1102.04,0.1,3967.34,3017.88,949.46
ORD-12996,2022-10-03,2022-10-05,First Class,CUST-2956,Alyssa Carson,Consumer,East,Nevada,Office Supplies,Paper,Kirk and Sons Paper,7,38.55,0.0,269.85,151.96,117.89
ORD-12997,2021-03-06,2021-03-13,Second Class,CUST-2087,Michelle Stafford,Home Office,South,New Hampshire,Furniture,Bookcases,Galvan LLC Bookcases,3,186.4,0.0,559.2,327.25,231.95
ORD-12998,2023-03-01,2023-03-04,Second Class,CUST-1817,Linda Brady,Home Office,West,Mississippi,Office Supplies,Labels,"Koch, Nielsen and Campbell Labels",1,4.94,0.2,3.95,2.66,1.29
ORD-12999,2022-10-10,2022-10-12,Second Class,CUST-1557,Kayla Miller,Consumer,East,Rhode Island,Furniture,Tables,Walker Ltd Tables,1,946.16,0.2,756.93,611.61,145.32
ORD-13000,2021-07-10,2021-07-16,Same Day,CUST-2667,Susan Williams,Home Office,South,Nevada,Furniture,Tables,"Roberts, Fisher and Ryan Tables",5,571.33,0.1,2570.99,1982.56,588.43
ORD-13001,2022-07-03,2022-07-06,First Class,CUST-2972,Sara Griffith,Corporate,North,Illinois,Technology,Monitors,Diaz-Newton Monitors,6,329.27,0.0,1975.62,898.87,1076.75
ORD-13002,2021-05-14,2021-05-15,First Class,CUST-1129,Daniel Jones,Home Office,West,Oklahoma,Office Supplies,Envelopes,"Greene, Dixon and Davis Envelopes",3,21.05,0.2,50.52,34.96,15.56
ORD-13003,2023-01-12,2023-01-15,First Class,CUST-2675,Michael Scott,Home Office,North,Delaware,Technology,Accessories,Newton-Conner Accessories,7,35.28,0.0,246.96,137.56,109.4
ORD-13004,2023-11-17,2023-11-22,First Class,CUST-2839,Travis Riley,Home Office,North,Arizona,Technology,Tablets,Miller-Harris Tablets,7,332.29,0.0,2326.03,1076.84,1249.19
ORD-13005,2023-05-31,2023-06-02,First Class,CUST-2768,Bryan Kennedy,Corporate,North,Connecticut,Office Supplies,Envelopes,"Hays, Carter and Davidson Envelopes",6,8.67,0.5,26.01,27.87,-1.86
ORD-13006,2022-11-14,2022-11-21,First Class,CUST-1526,Sarah Jones,Consumer,West,Wyoming,Office Supplies,Envelopes,"Davis, Landry and Morse Envelopes",2,29.72,0.15,50.52,33.5,17.02
ORD-13007,2021-10-11,2021-10-17,First Class,CUST-2375,Vickie Brady,Corporate,East,Nevada,Furniture,Bookcases,"Rios, Frye and Lopez Bookcases",9,332.11,0.15,2540.64,1745.33,795.31
ORD-13008,2022-12-16,2022-12-23,Same Day,CUST-1900,Peter Garza,Consumer,East,Oregon,Office Supplies,Envelopes,Becker-Hicks Envelopes,3,12.49,0.0,37.47,22.71,14.76
ORD-13009,2022-05-28,2022-05-31,Second Class,CUST-2120,Thomas Baker,Consumer,East,West Virginia,Technology,Laptops,"Rodriguez, Kim and Wheeler Laptops",6,924.85,0.05,5271.65,3323.82,1947.83
ORD-13010,2021-04-08,2021-04-12,Second Class,CUST-2803,Zachary Gentry,Corporate,South,Utah,Office Supplies,Envelopes,Robinson Inc Envelopes,10,3.46,0.5,17.3,18.64,-1.34
ORD-13011,2021-11-22,2021-11-26,Second Class,CUST-2395,Michael Robinson,Corporate,East,New Jersey,Furniture,Chairs,"Lang, Vaughn and Parks Chairs",4,776.29,0.1,2794.64,1976.44,818.2
ORD-13012,2022-12-08,2022-12-14,First Class,CUST-1449,Timothy Conrad,Consumer,South,Kentucky,Furniture,Bookcases,Thompson-Chandler Bookcases,7,473.31,0.15,2816.19,1798.61,1017.58
ORD-13013,2023-11-08,2023-11-11,First Class,CUST-2086,Douglas Mejia,Consumer,North,Connecticut,Furniture,Shelving,Sawyer-Fuentes Shelving,4,240.95,0.0,963.8,563.7,400.1
ORD-13014,2021-01-25,2021-01-31,Second Class,CUST-2151,Joel Williams,Corporate,East,Maine,Furniture,Shelving,Vargas Inc Shelving,3,128.43,0.1,346.76,223.32,123.44
ORD-13015,2022-12-01,2022-12-08,Standard Class,CUST-2390,Sara Mccall,Home Office,West,Hawaii,Furniture,Shelving,Brown Group Shelving,9,262.87,0.0,2365.83,1510.4,855.43
ORD-13016,2022-11-04,2022-11-05,Same Day,CUST-1065,Lucas Kim,Home Office,South,New Jersey,Furniture,Tables,Anderson LLC Tables,4,124.89,0.2,399.65,281.25,118.4
ORD-13017,2022-03-03,2022-03-08,Standard Class,CUST-1531,Samantha Rich,Home Office,East,Arizona,Technology,Phones,Hodges-Carter Phones,3,541.4,0.0,1624.2,1129.17,495.03
ORD-13018,2021-01-27,2021-02-02,First Class,CUST-2175,Cindy Clay,Corporate,North,Montana,Office Supplies,Storage,"Page, Ray and Pratt Storage",3,23.31,0.0,69.93,45.09,24.84
ORD-13019,2022-01-04,2022-01-09,Second Class,CUST-2505,Brooke Vang,Corporate,East,Arizona,Furniture,Shelving,Ramos Ltd Shelving,1,234.74,0.0,234.74,134.29,100.45
ORD-13020,2022-03-27,2022-03-30,Same Day,CUST-1750,Daniel Lowe,Consumer,North,North Carolina,Technology,Phones,Roman-Sullivan Phones,7,282.55,0.0,1977.85,904.47,1073.38
ORD-13021,2023-12-11,2023-12-13,,CUST-2164,Kyle Willis,Consumer,North,West Virginia,Furniture,Desks,Mills PLC Desks,4,217.04,0.0,868.16,408.05,460.11
ORD-13022,2023-02-13,2023-02-14,First Class,CUST-2755,Stacey Snyder,Home Office,South,Mississippi,Office Supplies,Pens & Pencils,"West, Long and Anderson Pens & Pencils",7,3.6,0.2,20.16,11.58,8.58
ORD-13023,2022-07-30,2022-08-03,Same Day,CUST-2619,Beth Spence,Corporate,North,Delaware,Technology,Phones,Scott Group Phones,4,690.74,0.0,2762.96,1417.49,1345.47
ORD-13024,2021-08-30,2021-08-31,Second Class,CUST-2245,Peter Parker,Consumer,East,Pennsylvania,Office Supplies,Storage,Hernandez-Chavez Storage,4,77.16,0.0,308.64,148.32,160.32
ORD-13025,2023-03-12,2023-03-15,Standard Class,CUST-1877,Tony Herrera,Home Office,East,Mississippi,Office Supplies,Labels,"Gonzales, Hall and Mcdonald Labels",9,16.58,0.1,134.3,94.56,39.74
ORD-13026,2023-03-28,2023-04-03,,CUST-2296,Levi Lopez,Home Office,East,Georgia,Furniture,Bookcases,"Herrera, Chen and Jones Bookcases",6,260.0,0.0,1560.0,987.29,572.71
ORD-13027,2023-12-20,2023-12-23,Second Class,CUST-1644,Jonathan Pearson,Consumer,South,North Carolina,Office Supplies,Labels,White Inc Labels,1,19.59,0.15,16.65,13.43,3.22
ORD-13028,2021-12-23,2021-12-24,Second Class,CUST-1004,Darren Cruz,Consumer,South,Hawaii,Technology,Tablets,Hanson LLC Tablets,6,152.9,0.15,779.79,553.16,226.63
ORD-13029,2021-07-03,2021-07-07,Same Day,CUST-1165,Justin Lee,Consumer,West,Oregon,Office Supplies,Storage,Hensley-Frost Storage,5,34.47,0.0,172.35,111.59,60.76
ORD-13030,2021-12-25,2021-12-29,Second Class,CUST-2772,Brianna Frederick,Consumer,North,Wyoming,Technology,Accessories,Ball Group Accessories,4,38.33,0.15,130.32,99.72,30.6
ORD-13031,2021-12-07,2021-12-14,Same Day,CUST-1623,Stephen Flores,Home Office,South,Montana,Furniture,Bookcases,Cruz Inc Bookcases,1,303.49,0.05,288.32,142.57,145.75
ORD-13032,2023-04-09,2023-04-14,Standard Class,CUST-2843,Jennifer Miller,Consumer,West,Nebraska,Technology,Phones,Chambers PLC Phones,8,1181.57,0.2,7562.05,4506.55,3055.5
ORD-13033,2023-07-14,2023-07-15,Same Day,CUST-1013,Richard Sutton,Corporate,West,Kentucky,Office Supplies,Storage,Barr-Patel Storage,6,78.19,0.0,469.14,308.24,160.9
ORD-13034,2022-09-29,2022-10-03,Second Class,CUST-2302,Eric Hahn,Corporate,East,Mississippi,Furniture,Tables,"Robertson, Ramirez and Scott Tables",5,498.25,0.0,2491.25,1499.03,992.22
ORD-13035,2022-03-29,2022-04-04,Same Day,CUST-1794,Karen Perez,Home Office,West,Missouri,Technology,Printers,"King, Gaines and Weiss Printers",8,169.65,0.0,1357.2,885.99,471.21
ORD-13036,2021-02-04,2021-02-09,Standard Class,CUST-1126,Ashley Mckinney,Home Office,West,Pennsylvania,Technology,Monitors,Frazier Group Monitors,4,693.86,0.1,2497.9,1718.24,779.66
ORD-13037,2022-09-21,2022-09-25,Second Class,CUST-2469,Amanda Grant,Home Office,West,Maryland,Furniture,Chairs,Swanson-Allen Chairs,2,367.94,0.05,699.09,341.81,357.28
ORD-13038,2022-08-20,2022-08-21,Second Class,CUST-2399,Ashley Sweeney,Home Office,North,Vermont,Technology,Accessories,Miller-Holmes Accessories,10,22.81,0.3,159.67,147.0,12.67
ORD-13039,2022-01-31,2022-02-01,Same Day,CUST-1118,Colleen Watson,Corporate,North,Kentucky,Office Supplies,Binders,Martinez-Wright Binders,9,23.26,0.0,209.34,128.83,80.51
ORD-13040,2021-05-06,2021-05-12,Same Day,CUST-1907,Stephen Thompson,Home Office,South,Ohio,Furniture,Shelving,"Lee, Adams and Jones Shelving",4,96.02,0.0,384.08,214.62,169.46
ORD-13041,2023-10-03,2023-10-09,Same Day,CUST-1833,Brandon Perez,Corporate,West,Kansas,Office Supplies,Storage,Frank and Sons Storage,5,20.15,0.0,100.75,65.51,35.24
ORD-13042,2021-12-19,2021-12-24,First Class,CUST-2376,Tony Scott,Consumer,North,Missouri,Office Supplies,Binders,"Williams, Walker and Smith Binders",4,25.3,0.0,101.2,46.15,55.05
ORD-13043,2021-07-29,2021-08-05,Same Day,CUST-1196,Matthew Mata,Consumer,West,Maine,Furniture,Bookcases,Harris LLC Bookcases,9,213.32,0.15,1631.9,962.69,669.21
ORD-13044,2022-06-20,2022-06-24,Same Day,CUST-2740,Christopher Anderson,Consumer,East,Massachusetts,Office Supplies,Storage,"Wilson, Foster and Hawkins Storage",1,25.61,0.0,25.61,16.28,9.33
ORD-13045,2023-08-03,2023-08-04,Second Class,CUST-1294,Rhonda Scott,Home Office,East,California,Office Supplies,Labels,Robinson Inc Labels,6,9.22,0.3,38.72,30.02,8.7
ORD-13046,2023-06-20,2023-06-23,Standard Class,CUST-2955,Joseph Hebert,Consumer,West,Virginia,Office Supplies,Pens & Pencils,Thompson-Hopkins Pens & Pencils,1,16.78,0.1,15.1,9.04,6.06
ORD-13047,2021-04-06,2021-04-10,Second Class,CUST-1717,Benjamin Cohen,Home Office,East,Montana,Office Supplies,Storage,Andrade Inc Storage,8,31.87,0.05,242.21,143.81,98.4
ORD-13048,2021-09-01,2021-09-05,First Class,CUST-2802,Steven Mckinney,Corporate,South,Nebraska,Furniture,Desks,"Lopez, Brown and Cooper Desks",3,800.93,0.2,1922.23,1563.9,358.33
ORD-13049,2021-08-12,2021-08-13,First Class,CUST-2588,Bill Stevens,Corporate,South,Nevada,Office Supplies,Paper,Howell Inc Paper,6,31.8,0.0,190.8,116.61,74.19
ORD-13050,2021-01-17,2021-01-23,First Class,CUST-1150,Dr. Edward Jackson,Consumer,West,Virginia,Furniture,Chairs,"Peters, Villanueva and Ritter Chairs",10,596.07,0.05,5662.67,3102.14,2560.53
ORD-13051,2021-01-10,2021-01-17,First Class,CUST-1577,Anna Burgess,Corporate,West,Wyoming,Office Supplies,Envelopes,Parsons-Ramirez Envelopes,6,5.84,0.0,35.04,23.07,11.97
ORD-13052,2023-04-05,2023-04-08,Second Class,CUST-2564,Katherine Franklin,Corporate,East,Wisconsin,Furniture,Bookcases,"Harris, Pineda and Gray Bookcases",9,66.16,0.0,595.44,362.51,232.93
ORD-13053,2022-10-16,2022-10-21,First Class,CUST-1029,Scott Williams,Consumer,South,Rhode Island,Furniture,Bookcases,Lawrence-Whitaker Bookcases,10,74.49,0.0,744.9,412.67,332.23
ORD-13054,2021-02-22,2021-02-28,Standard Class,CUST-2573,Sean Robertson,Home Office,North,Arkansas,Furniture,Tables,Medina-Thompson Tables,3,561.94,0.5,842.91,912.47,-69.56
ORD-13055,2023-12-09,2023-12-15,Second Class,CUST-2483,Andrea Gibbs,Home Office,South,Ohio,Technology,Accessories,Cordova-Spencer Accessories,1,44.64,0.0,44.64,24.52,20.12
ORD-13056,2021-12-15,2021-12-17,Standard Class,CUST-1957,Jose Rodriguez,Corporate,West,Georgia,Technology,Monitors,"Randall, Martin and Figueroa Monitors",2,157.56,0.0,315.12,175.21,139.91
ORD-13057,2021-05-02,2021-05-06,Standard Class,CUST-2832,Jason Reed,Consumer,West,Texas,Technology,Laptops,Brown Inc Laptops,-2,1112.79,0.0,2225.58,1553.53,672.05
ORD-13058,2023-04-18,2023-04-20,First Class,CUST-1486,Lisa Williams,Corporate,South,New Mexico,Furniture,Desks,Gibson-Jones Desks,3,781.62,0.15,1993.13,1601.64,391.49
